Name,Price,Depreciation,Reg_Date,Total_Days_COE,M_Date,Mileage ,Transmission,Engine_Cap,Road_Tax,Power,CurbWeight,features,accessories,description,coe,omv,arf,deregValue,noOfOwners,typeOfVeh,category,availability
Volkswagen Touran Diesel 1.6A TDI Comfort,65800,10820,27-Mar-14,1928,2013,"78,000 km ",Auto,1598,1282,77.0 kW (103 bhp) View specs of the Volkswagen Touran Sport (2008-2009),1601,"Fuel Economic 4 Cylinder Inline 16-Valve TDI Turbocharged Engine, 7 Speed Automatic Transmission, Full Panoramic Roof, Cruise Control, Auto Headlight.","Auto Climate With Rear Aircon, Reverse Camera, AUX/USB Input, Leather Seats, Knockdown Rear Seats, Individual Adjustable 2nd Row Seats, Roof Rail.","Consignment Unit, Most Popular Sports MPV, One Full Tank Average Can Travel 700km Plus, Fully Serviced And Well Maintained, Bank And In House Loan Available, Call Us Now For Viewing.",78602,25091,17128,54408,3,MPV,"PARF Car, Consignment Car",TRUE
Audi R8 4.2A FSI Quattro R-tronic,478000,49130,30-Jun-16,2751,2013,"29,820 km ",Auto,4163,4206,316.0 kW (423 bhp) View specs of the Audi R8 (2007-2016),1660,V8 4.2L Engine Delivering A Staggering 423hp /430Nm Of Torque Mated To R-Tronic Gearbox Coupled To The Legendary Quattro System. 0 To 100Km/h In 4.8s.,"Electronic Seats, B&O Sound System, Reverse Camera, Multi Function Steering Wheel And More.","Agent Unit Maintained In Pristine Condition. Born On The Track, Built For The Road. German Engineering At Its Finest With Legendary Quattro All Wheel Drive. Price Inclusive Of GST.",49700,134660,214388,198304,1,Sports Car,"PARF Car, Rare & Exotic",TRUE
Maserati GranTurismo 4.2A,177888,35920,29-Jun-12,1290,2012,"19,000 km ",Auto,4244,4332,298.0 kW (399 bhp) View specs of the Maserati GranTurismo (2008),1880,"Powerful 4.2L V8 Engine, 6 Speed ZF Auto Transmission, Paddle Shifters, Electric Seats, Auto Lights, Auto Wiper, Navigation, Bluetooth","19 Inch Sport Rims, Cruise Control, Multi Functional Steering Wheel, Auto Folding Mirrors.","Super Low Genuine Mileage With Only 2 Owners For This Ravishing Beauty In Pristine Condition. Sheltered Parking Only, No Sticky Buttons No Repairs Needed. Sincere Offers Will Be Considered. Trade-In And High Loan Available / Balloon Scheme Monthly $1700 Available. Sincere Offers Will Be Considered. Call Now For More Enquires!",85216,101251,101251,96001,2,Sports Car,"PARF Car, Premium Ad Car, Low Mileage Car",TRUE
Lexus IS Turbo IS200t Executive,128000,13200,16-Dec-16,2922,2016,"19,000 km ",Auto,1998,1210,180.0 kW (241 bhp) View specs of the Lexus IS 300 (2016-2018),1620,"2.0L 4 Cylinder Inline Twin Scoll Turbocharged Engine, 8 Speed Auto, 10 SRS Airbags, Park Assist System, Paddle Shifters, Auto Start Stop Engine.","Drive Mode Select, Lexus Premium Audio System, Reverse Camera, All Round Sensor, Headlamp Cleaner, Auto Headlights, Upholstery Electric Leather Seats.","Interest Rate From 1.98%. Still Under Warranty! 1 Owner Only! As Good As Brand New, Performance Inspired Luxury Sedan Producing 241Bhp, That Is Well Maintained In Tip Top Condition, Drive It To Believe! Buy It From Us With A Peace Of Mind, Professional After Sales Service Assured. Be First To View It In Pristine Condition Today!",46229,37509,44513,70419,1,Luxury Sedan,"PARF Car, Low Mileage Car",TRUE
Mercedes-Benz C-Class C250 CGI Coupe,98800,13630,8-Jan-14,1850,2011,"38,286 km ",Auto,1796,974,150.0 kW (201 bhp) View specs of the Mercedes-Benz C-Class Saloon (2011-2014),1550,"Inline 4 Turbocharged, 7G-Tronic, 201 Bhp, Xenon Headlight, Running Day Lights, Multi Steering Controls. Cruise Control, Auto Headlamps.","Leather Seats, 19""Sports Rims, Auto Climate Control Aircon, Multi-Zone Aircon, Rear Aircon, Reverse Sensors, Dual Electric Memory Seats, Solar Film.","Christmas Promotion! Super Low Mileage! Fully Agent (C&C) Servicing And Maintain Records Since Days 1. Free 1 Extended Premium Warranty (Engine, Gearbox And Compressor) For An Added Peace Of Mind! Sheltered Parking. Interior And Exterior Well Taken Care With No Leather Crease. High Trade In Are Welcome, 100% Accident Free! Call Our Friendly Sales Consultant Now Before It's Sold.",73010,48124,59374,81556,2,Sports Car,"PARF Car, Premium Ad Car, STA Evaluated Car, Low Mileage Car",TRUE
BMW 5 Series 523i Highline,60800,15890,15-Apr-11,851,2011,"76,000 km ",Auto,2497,1796,150.0 kW (201 bhp) View specs of the BMW 5 Series Sedan (2010-2017),1650,"2.5L Inline 6 Mated With 8 Speeds Steptronic Via E-Gear Produced 201Bhp And 250Nm Of Torque And Raw Power, Dual Zone Auto Climate, Keyless Entry","I-Drive, Bluetooth Connectivity, Navigation, Multi Function Steering Wheel, Park Assist, Auto Tailgate, Comfort Access, Cruise Control, Fog Lamps.","Yes You Are Right! Downpay Merely $6500, With A Most Refine Drive On A Six Cylinders, This Car Is Well Known For Sheer Pleasure Drive, Fully Maintained And Serviced, Completely Stock With No Modifications, Priced To Sell, Low Depreciation! 10% Drive Away, Trade In Welcome, Evaluation Welcomed, Call Us For No Obligation Viewing Now.",62001,47342,47342,42895,3,Luxury Sedan,"PARF Car, Premium Ad Car, Low Mileage Car",TRUE
Volkswagen Sharan 2.0A TSI,87800,13320,27-Sep-13,1743,2013,"144,013 km ",Auto,1984,1194,147.0 kW (197 bhp) View specs of the Volkswagen Sharan (2011),1790,"Smooth And Powerful 2.0L Engine. 6 Speed Dual Clutch Auto Gearbox, Panoramic Roof, HID Headlight, TwinPower Sliding Doors, Electric Tailgate.","Factory Fitted Navigation And Sound System. Paddle Shift, Keyless, Multi Steering And Cruise Controls.",Consignment Unit. Viewing By Appointment Only!,86239,40035,48049,74935,1,MPV,"PARF Car, Consignment Car",TRUE
Honda Grace 1.5A LX,68699,7790,28-Dec-16,2934,2016,"27,000 km ",Auto,1496,682,97.0 kW (130 bhp) View specs of the Honda Grace (2015-2018),1110,"Powered By 4 Cylinder Inline DOHC, 140 Bhp, 7 Speed Auto Transmission, Front Wheel Drive.","I Road V7 Front And Back Recording Camera.Touch Screen DVD Player, Reverse Sensors, Reverse Camera, Solar Film, Leather Seats.","5 Years Warranty! Absolute Flawless Gem Of A Car, Made In Japan Family Sedan, Superior Quality Over Its Thailand Cousins, This Rare Unit, With Low Mileage Is Definitely A Catch Not To Be Missed. Both Exterior And Interior, Superbly Maintained By Owner. Wash And Hand Polished Regularly. Front And Rear Lip And Side Skirting Recently Added To Enhance Its Already Amazing Looks. Low Down Payment.",49751,21469,12057,49062,1,Mid-Sized Sedan,"PARF Car, Consignment Car",TRUE
Hyundai Sonata 2.0A NF (COE till 03/2021),16555,7200,13-May-06,838,2006,"75,000 km ",Auto,1998,1452,106.3 kW (142 bhp) View specs of the Hyundai Sonata (2006-2010),1552,"Powerful 2.0L DOHC 16 Valves Engine, Smooth Steptronic Gearshift, Dual SRS Airbags, ABS, Knockdown Rear Seat.","Leather Seats, Sports Rims, Reverse Sensors, Solar Films. Retractable Side Mirrors, Remote Alarm Systems,","Full Agent Service Since Day One. Paper Now $13130. Set To Sell! Very Well Taken Care Of, 100% Accident Free, Original Condition With No Touch Up Done! Consignment Unit! Come Take A Look Anytime, Before It's Gone!",25466,16594,18254,11707,3,Luxury Sedan,"COE Car, Low Mileage Car",TRUE
Mazda 3 1.5A Sunroof,69900,7600,28-Jun-17,3114,2017,"20,000 km ",Auto,1496,682,88.0 kW (118 bhp) View specs of the Mazda 3 Sedan (2014),1310,"Airbags,Sunroof, ABS, TCS, ADAS, I-Stop And Lane Departure Warning System, Forward Collision Warning System, Front Vehicle Departure Warning System.","16"" Sports Rims, V-kool VK30 Solar Film, Thinkware F800 Pro In-Car Camera, Continuous Impact Detection System, Super Night Vision, Motion Detection.","Under Warranty Till June 2020 By Eurokars. Sheltered 24 Hours. Well Taken Care By Car Lover. 100% Accident Free. Good As New. Plus Mobile Zone Alert System And Advanced Driver Assistance Systems (ADAS), Road Tax Till Dec'19, Only Genuine Buyers Need To Call.No Dealers And Consignment Agents Please.",48401,14934,9934,48797,2,Mid-Sized Sedan,"PARF Car, Direct Owner Sale",TRUE
Jaguar XF 2.0A Luxury,126000,14230,13-Aug-15,2430,2015,"40,436 km ",Auto,1999,1212,177.0 kW (237 bhp) View specs of the Jaguar XF (2008-2013),1873,"Inline 4 Turbocharged Petrol Engine. 8 Speed Auto Transmission. Paddle Shifters, Cruise Control, Keyless Engine Start/Stop, Multi Function Steering.","Bluetooth, USB, AUX, Electric And Memory Leather Seats, Front And Rear Sensors With Reverse Camera, Day Running Lights","Best Deal! Lowest Depreciation Yet Negotiable. Fully Agent Serviced With Records. Owner's 3rd Car. Rarely Driven, Low Mileage. Buy With A Peace Of Mind. Warranty Can Be Discussed. Call To Arrange For Viewing. Serious Offers Will Be Considered!",57885,50128,62231,85274,1,Luxury Sedan,PARF Car,TRUE
Audi A6 2.0A TFSI MU,38000,10040,9-Jul-10,570,2010,"150,000 km ",Auto,1984,1194,125.0 kW (167 bhp) View specs of the Audi A6 (2005-2008),1550,"Airbags, ABS, Side Mirror Indicator, Multi Function Steering, Electric/Memory Seats, Rear Aircon, Aluminium Interior And Blue Tooth Functions.","Original Rims, Leather Seats, Reverse Sensors, Fog Lamps And Build In Audi MMI Infotainment System.","Low PARF Value, Good For Renewal Of COE. New Suspensions And New Tyres. 6 Months Warranty At Reputable Workshop. Clean And Well Maintained.",35909,44489,44489,30106,4,Luxury Sedan,"PARF Car, Direct Owner Sale",TRUE
BMW 3 Series 318i Sport,148000,14070,12-Jan-18,3314,2017,"20,000 km",Auto,1499,684,100.0 kW (134 bhp) View specs of the BMW 3 Series Sedan (2012-2018),1425,"BMW 1.5L Twin Power Turbo Engine, 136bhp, 8speed. Auto Start/Stop, iDrive With Bluetooth. Driving Experience Control - Eco Pro/Comfort/Spt/Spt Plus.","GPS, Auto Start/Stop At Stationary, Comfort Access, Front Auto Sports Seats & Driver Memory, Reverse Camera, Contactless Boot Release, 18"" Sports Rims","Sporty Blue Exterior With Black Leather Interior, Rare Shadow Edition, Well Maintained By One Extremely Careful Owner, Super Low Mileage, Beautiful Number Plate, Sexy Sport Rims, Trade In Available, Don't Miss This Rare Opportunity. Kindly Call Us Today To View. Viewing By Appointment Only.",45289,34502,40303,71372,1,Luxury Sedan,"PARF Car, Almost New Car",TRUE
Peugeot 508 Diesel 2.2A GT HDi,66800,11660,19-Apr-13,1585,2012,"128,000 km ",Auto,2179,2196,150.0 kW (201 bhp),1495,"Selling Limited Edition Peugeot 508 GT 2.2 Turbo Diesel, Double Wishbone Suspension,Paddle Shifters,Cruise Control, Smart Key, 204 Bhp And 450 Torque.","JBL Sound System, Brand New Pirelli P-Zero 19"" Tyres, Reverse Sensor, Keyless Entry, Leather Alcantara Sheets, Waxed And Detailed Bi-Monthly.","Peugeot 508 2.2 Turbo Model In Excellent Condition, Only 5-6 Cars In Singapore, More Powerful Than BMW 5 Or Merc E200, Euro 5 Safety Rating. Fully Agent Maintained With Receipts, All Fluids Changed At 100K, Perfect For Long Drives With Huge Boot Space, High COE Value ($90K) Trade Ins Welcomed! Flexible Loans Available! Call Now For Viewing Appointment!",90200,37243,32243,61789,3,Luxury Sedan,"PARF Car, Premium Ad Car",TRUE
Mercedes-Benz S-Class S400L,217800,25250,2-Sep-14,2084,2014,"46,000 km ",Auto,2996,2382,245.0 kW (328 bhp) View specs of the Mercedes-Benz S-Class (2013),1935,"Powerful And Smooth V6 Bi-Turbo 3.0L Petrol Engine Producing 328Bhp, 7G-Tronic Plus, Keyless Go, Airmatic Suspension, Park Assist, Electric Tailgate.","Navi, Bluetooth, USB, Reverse Camera, Parktronic, 19"" Rims, Electric Memory Seats, Light Grey Leather, LED Headlights.","Special Interest Rate From 2.28%, Genuine Mileage And Well Kept, C&C Unit And Fully Agent Serviced And Maintained, Bank/In House Loan Available, Don't Miss, Call Now For Viewing.",65001,97016,146629,147174,2,Luxury Sedan,"PARF Car, Consignment Car",TRUE
Mazda 6 2.0A,29800,10390,3-Mar-10,443,2009,"125,000 km ",Auto,1998,1210,108.0 kW (144 bhp) View specs of the Mazda 6 (2009-2013),1431,"2.0L 4 Cylinders Inline 16 Valves DOHC VVT Engine, 5 Speed Automatic Steptronic Gear With Paddle Shifters. SRS Airbags. Sports Mode.","Sports Rims, Built In Audio System With Steering Controls, Reverse Sensors, Solar Film, Automatic Retractable Side Mirrors.",1 Owner Only. Silver With Black Interior. Low Mileage Done. One Of The Most Popular Stylishly Designed Luxury Sedan With Generous Cabin Space. Good Condition. Clean Interior And Exterior. Call For A Viewing Appointment. Flexible In House Loan Available.,22401,34263,34263,21576,1,Luxury Sedan,PARF Car,TRUE
Lexus ES250,113300,14850,17-Mar-15,2283,2015,"28,000 km ",Auto,2494,1792,135.0 kW (181 bhp) View specs of the Lexus ES 250 (2013-2018),1615,2.5L 4 Cylinders 16 Valves Dual VVT-I Engine. Auto Transmission. ABS. Keyless Entry. Auto Headlights. Sunroof.,"Ventilated Leather Seats, Tire Pressure Monitor, 3 Zone Climatic Control, Bluetooth, 8 Speaker Audio, Sports Rims, Cruise Control, Front Cam, 3M Film.",1 Owner. Full Agent Serviced. Bought With 5 Years Borneo Motors Warranty. Pristine Condition. Underutilized Genuine Low Mileage. High Loan And Trade In Available. Call Now For A Viewing.,70890,34805,40727,74924,1,Luxury Sedan,"PARF Car, Premium Ad Car, Low Mileage Car",TRUE
Subaru Legacy 2.5i-S,85800,9210,16-Jan-17,2952,2016,"17,350 km ",Auto,2498,1798,129.0 kW (172 bhp) View specs of the Subaru Legacy (2015-2017),1604,"2.5L Powered Boxer Engine With SI Drive. Symmetrical AWD. Multi Function Steering With Paddle Shift, Cruise Control, Auto HID Lamp. Push Start Button.","Sunroof 18"" Sports Rims, Black Leather Upholstery, Retractable Side Mirror, Solar Film. Harman Kardon Audio Sound System With Screen",Deal Of The Week! Interest Rates At 2.28%. Servicing Only Done At Agent. 5 Years Warranty From Date Of Registration At Subaru. Road Tax Until January 2019 Up To 85% Loan Possible With Interest Rates As Low As 1.98%. Trade In Welcome. Call Now To Book An Appointment To View This Beauty. Viewing Strictly Appointment Based.,53106,21742,22439,59823,1,Luxury Sedan,"PARF Car, Consignment Car, Low Mileage Car",TRUE
Volkswagen Sportsvan 1.4A Highline,86800,9920,31-May-16,2722,2016,"31,000 km ",Auto,1395,624,92.0 kW (123 bhp) View specs of the Volkswagen Golf (2012),1383,"125BHP Turbocharged Engine, 200Nm Torque, 7 Speed Gearbox, 0-100km/h In 9.9 Seconds, Bluemotion, Navigation, Bluetooth, DVD, 2 SD Cards, 8 Speakers.","17"" Alloy Rims, Auto Headlights, Auto Side Folding Mirrors With Curb View, Foldable Rear Seats, Hill Hold Control, Reverse Sensors.","Deal Of The Week! Interest Rates At 2.28%. Monthly At $720 Only. 100% Accident Free, Lowest Depreciation In Market, Cheaper Than New Car, Very Well Maintained, Agent Unit With 3 Years Agent Warranty From Registration Date, Low Mileage, One Careful Owner, Reluctant Sale, Flexible Loan Arrangement, Trade In Welcome, Viewing Strictly By Appointment Only!",49700,27506,25509,56237,1,Hatchback,"PARF Car, Consignment Car",TRUE
Citroen Grand C4 Picasso Diesel 1.6A BlueHDi,78900,9850,29-Mar-16,2660,2015,"70,000 km ",Auto,1560,1244,88.0 kW (118 bhp) View specs of the Citroen Grand C4 Picasso Diesel (2014-2017),1359,"1.6L 4 Cylinders Inline Diesel Engine, 6 Speed Auto Transmission, Traction Control, 6 x Airbags. Cruise Control. Paddle Shift, Keyless Entry.","Side Blinds, Reverse Camera, LED Daytime Running Lights, Auto Headlights And Wipers, Navigation, Panoramic Roof, Bluetooth Audio.",This Unit Is Still Under Warranty With Agent. Very Well Taken Care Of By Meticulous Owner And Parked Under Shelter. Loans Up To 85% With Interest Rates As Low As 1.98%. Viewing Is Strictly By Appointment Only So Call Now To Book!,45000,26518,14126,43414,1,MPV,"PARF Car, Consignment Car",TRUE
Mercedes-Benz C-Class C180 Coupe,148988,15210,15-May-17,3071,2016,"27,200 km ",Auto,1595,740,115.0 kW (154 bhp),1475,"4 Cylinder Inline, 7G-Tronic Plus, Hands-Free Boot Access, Keyless Go, Cruise Control Multi-function Control Steering Wheel.","Electric Memory Seats. Parking Assist. Reverse Camara, High Performance LED Headlamps. Auto Mirrors. Power Tailgate With Kicboot.","Latest Model, 1 Owner, C&C Unit, C&C Warranty. 19"" Rims Worth Approximately $7K Installed By Owner. Front And Back In Car Recorder, Solar Film, Beige Leather Interior. 100% Loan Package Can Be Arranged. High Trade In Are Welcome.",53300,39138,41794,76234,1,Sports Car,PARF Car,TRUE
Mercedes-Benz GLA-Class GLA180,110800,13030,3-Jun-16,2725,2016,"38,600 km ",Auto,1595,740,90.0 kW (120 bhp) View specs of the Mercedes-Benz GLA-Class (2014),1435,1.6L 4 Cylinder Inline Turbocharged Engine Producing 121Bhp And 200Nm. 7G-DCT (A) With Paddle Shifters. Cruise Control. Xenon Headlights. DRL.,7 Airbags.Keyless Start/Stop.Front And Rear Sensors With Reverse Camera. Electric Tailgate.Electric Seats With Memory Settings. Bluetooth Connectivity,Warranty By Cycle And Carriage Till Jun 2019. Full Agent Service Records. Well Maintained By Previous Owner And Low Mileage Clocked. Please Call For Viewing And Enquiry.,47020,28438,26814,55253,1,SUV,PARF Car,TRUE
Nissan Qashqai 2.0A Premium,39800,11040,1-Jul-11,927,2010,"123,000 km ",Auto,1997,1210,102.0 kW (136 bhp) View specs of the Nissan Qashqai (2008-2014),1360,"2.0L DOHC 16V Engine, X-Tronic CVT Transmission, ABS, SRS Airbags, Digital Climatic Aircon, Keyless Entry Start, Panoramic Glass Roof, Cruise Control.","Knockdown Seats,Sports Rims, Premium Leather Upholstery, Factory Integrated Audio System With Bluetooth, Solar Film, Fog Lights, Reverse Sensors.","Best Selling Japanese Crossover SUV In The Market, Well Maintained And Fully Serviced By Agent Tan Chong Motors, Taken Care By 1 Previous Owner, Flexible Loan Scheme Available, Call Now For More Enquires.",65490,23350,23350,30696,2,SUV,PARF Car,TRUE
Mercedes-Benz E-Class E250 AMG Line,102000,15880,18-Jun-13,1644,2013,"118,000 km ",Auto,1991,1202,155.0 kW (207 bhp) View specs of the Mercedes-Benz E-Class Saloon (2013-2016),1680,"Smooth And Powerful 2.0L 4 Cylinder Inline Turbocharged Engine, 7G-Tronic Transmission, Keyless Entry, Keyless Start Stop, Auto Headlamp, AMG Bodykit.","18"" Sports Rims, Sports Steering, Dual Electrical Leather Seats With Memory, Reverse Camera, Dual Zone Auto Climate Control, Auto Tailgate, Bluetooth.","Cheapest AMG Model In The Market! FREE 1 Year Warranty! 1 Owner Only, Fully Serviced And Maintained By C&C, 100% Accident-Free, Tip Top Condition, View To Believe, In House Loan/Bank Loan All Available To Suit Your Financing Needs, Trade In Welcome, Call Now!",76000,52049,60689,76776,1,Luxury Sedan,PARF Car,TRUE
Audi A4 1.8 TFSI MU,75000,12830,28-Jun-13,1654,2013,"70,000 km ",Auto,1798,976,125.0 kW (167 bhp) View specs of the Audi A4 (2005-2007),1545,Powerful And Responsive 1.8L TFSI Engine. Multi Tronic Transmission. 170BHP. Cruise Control. ABS. ESP. Airbags. Multi Function Steering.,Sports Rims. Factory Fitted Audio System. Reverse Sensors. Retractable Side Mirrors. Auto Climate Control. Bluetooth. Start/Stop Efficiency System.,"Very Well Maintained Agent Unit, Low Mileage Done! Actual 1 Owner Only. Company Transfer! Full Servicing Records With Audi. 1 Free Servicing Available. Beautiful White With Black Interior, Easy To Maintain. Loan And Trade In Available. Kindly Call To Arrange Viewing. Viewing By Appointment Only.",76000,36797,33516,57963,2,Luxury Sedan,PARF Car,TRUE
Porsche Cayenne 3.6A Tip,290800,26840,19-Jul-17,3135,2017,"17,000 km ",Auto,3598,3322,220.0 kW (295 bhp) View specs of the Porsche Cayenne (2010-2015),2115,"3.6 V6 Engine Mated To 8 Speed Tip Gearbox Producing 295Bhp At Maximum 400Nm Torque, 0 To 100km/Hr At 7.6 Second, Top Speed 230Km/H.","Multi-Function Steering Wheel, Paddle Shifters, Electric Park Brake Button, Navigation, Reverse Camera, Bluetooth, Bi-Xenon Headlight.","Consignment Unit, 5 Year Stuttgart Auto Warranty And Maintenance. Extremely Well Maintained! Low Mileage. Accident Free. Don't Miss This Chance Of Owning This Luxurious And Spacious Suv. Flexible Loan Options! Trade In Available! Welcome! Call/SMS To Arrange A Viewing Today! Viewing Strictly By Appointment Only!",49899,82167,119901,132839,2,SUV,"PARF Car, Premium Ad Car",TRUE
Mercedes-Benz E-Class E200,79800,15240,10-Jul-12,1301,2012,"97,425 km ",Auto,1796,974,135.0 kW (181 bhp) View specs of the Mercedes-Benz E-Class Saloon (2009-2013),1615,"Powerful 1.8L 4 Cylinder Turbocharged Eng Auto Transmission, 184Bhp, ABS, Airbags, ECO Start/Stop, Reverse Cam. LED Day Running Light! Auto Tailgate.",CD Audio With Bluetooth Phone Connect. Electric Memory Seats. Keyless Entry/Start. Parking Sensors. Side Folding Mirrors. Auto Light Sensors.,"Well Maintain Condition, No Repairs Needed, Cheapest And Lowest Depreciation In The Market, Deal Comes With 1 Year Comprehensive Shield Programme. Buy Our Car With Peace Of Mind, No Repairs Cost On Your Side. No Gimmicks!",65801,50734,50734,56485,2,Luxury Sedan,PARF Car,TRUE
Honda Vezel 1.5A X,65800,7880,29-Aug-16,2810,2015,"36,000 km ",Auto,1496,682,96.0 kW (128 bhp) View specs of the Honda Vezel (2014),1190,"Honda 1.5L I-VTEC Engine Producing 128Bhp, Keyless Ignition, Electronic Brakes, CTBA, VSC, Cruise Control, ECO Mode, Digital Aircon.","Sports Rims, Leather Seat, Pioneer Player With Steering Control/USB/Bluetooth, Reverse Sensors, Fog Lights, Retractable Side Mirrors.","Comfortable And Reliable 5 Seaters SUV, Excellent Condition. Good Feel Efficiency And Easy To Maintain, Price Negotiable, 10% Dep/Payment, Any Trade In All Welcome, Please Call Or Visit Our Showroom For Viewing Now!",53000,20078,10110,48458,2,SUV,PARF Car,TRUE
Mazda 3 1.5A,69800,7280,9-Nov-17,3246,2017,"16,000 km ",Auto,1496,682,88.0 kW (118 bhp) View specs of the Mazda 3 Sedan (2014),1310,"Fuel Efficient 1.5L DOHC SKYACTIV-G Technology, Smooth 6 Speed Auto Transmission, Sport Mode Selector, Keyless Start, Multi Function Steering Control.","Sunroof, Factory Fitted Audio System, Bluetooth, Retractable Side Mirrors, Sports Rims, New Leather Seats.","1 Owner, Original Stock Condition, Very Well Maintained, Agent Serviced With 3 Years/100,000km Warranty, Price Negotiable, 10% Dep/Payment, Any Trade In All Welcome, Pls Call Or Visit Our Showroom For Viewing Now!",45201,14937,9937,47725,1,Mid-Sized Sedan,PARF Car,TRUE
Honda Vezel 1.5A X,64800,7930,27-Jun-16,2748,2016,"38,000 km ",Auto,1496,682,96.0 kW (128 bhp) View specs of the Honda Vezel (2014),1190,"Honda 1.5L I-VTEC Engine Producing 128Bhp, Keyless Ignition, Electronic Brakes, CTBA, VSC, Cruise Control, ECO Mode, Digital Aircon.","Sports Rims, Leather Seat, Pioneer Player With Steering Control/USB/Bluetooth, Reverse Sensors, Fog Lights, Retractable Side Mirrors.","Comfortable And Reliable 5 Seaters SUV, Excellent Condition. Good Feel Efficiency And Easy To Maintain, Price Negotiable, 10% Dep/Payment, Any Trade In All Welcome, Please Call Or Visit Our Showroom For Viewing Now!",53694,19977,9977,47967,2,SUV,PARF Car,TRUE
Porsche Panamera 3.6A PDK Edition,273800,27660,23-Oct-15,2499,2015,"69,000 km ",Auto,3605,3332,228.0 kW (305 bhp) View specs of the Porsche Panamera (2009-2013),1770,3.6L V6 Engine Mated With 7 Speed PDK Producing 300Bhp With Maximum Torque 400Nm. 0 To 100Km/H In 6.8 Secs. Top Speed At 261Km/H.,"Navigation, Bluetooth. 100 Litres Tank. Soft-close Door. 14 Ways Comfort Memory Package. PASM, PSM, Cruise Control, Multi Function Steering.","Panamera Edition With 20"" Turbo Rims,Bose Sound Package. Bi-Xenon With Dynamic Cornering Light, Park Assist. Bose Sound System, Navigation, Stuttgart Warranty And Free Maintenance. There Are No Old Porsche Only New Owner. Please Call/SMS For Viewing Appointment!",58190,108845,167921,165877,1,Sports Car,PARF Car,TRUE
